package,severity,version,fixed_version,description,cve_id,source
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: Check stream be","CVE-2024-49896"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: btrfs: do not double complete bi","CVE-2022-49167"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: hfs/hfsplus: fix slab-out-of-bou","CVE-2025-37782"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: scsi: lpfc: Ensure DA_ID handlin","CVE-2024-50183"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: media: davinci: vpif: fix use-af","CVE-2021-47653"
"python3.7","LOW","3.7.3-2+deb10u3","N/A","The “ipaddress” module contained incorrect information about whether certain IPv4 and IPv6 addresses","CVE-2024-4032","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: can: bcm: Clear bo->bcm_proc_rea","CVE-2024-47709"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: openvswitch: fix leak of ne","CVE-2022-49086"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: i3c: Use i3cdev->desc->info inst","CVE-2024-43098"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: scsi: ufs: pltfrm: Dellocate HBA","CVE-2024-57872"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: KVM: Destroy I/O bus devices on ","CVE-2021-47061"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: IB/core: Implement a limit on UM","CVE-2024-42145"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: bnxt_en: Fix RX consumer index l","CVE-2021-47015"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: SUNRPC: Fix a server shutdown le","CVE-2023-53131"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: f2fs: check validation of fault ","CVE-2024-42160"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: tpm: do not start chip while sus","CVE-2025-23149"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: tracing: Fix wild-memory-access ","CVE-2022-49799"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net/mlx5: Always drain health in","CVE-2024-43866"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.232-1","In the Linux kernel, the following vulnerability has been resolved: Bluetooth: refactor malicious ad","CVE-2021-47620"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: smack: tcp: ipv4, fix incorrect "
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: protect the fetch of ->fd[fd] in","CVE-2024-42265"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: sunrpc: clear XPRT_SOCK_UPD_TIME","CVE-2024-56688"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: Fix by adding F","CVE-2022-49069"
"linux-libc-dev","LOW","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: PCI: rcar: Demote WARN() to dev_","CVE-2024-43876"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: dlm: prevent NPD when writing a ","CVE-2025-23131"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: KVM: LAPIC: Also cancel preempti","CVE-2022-48765"
"libcurl4","LOW","7.64.0-4+deb10u2","7.64.0-4+deb10u7","This flaw allows an attacker to insert cookies at will into a running program using libcurl, if the ","CVE-2023-38546"
"linux-libc-dev","HIGH","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: irqchip/gic-v3-its: Prevent doub","CVE-2024-35847"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In binder_transaction_buffer_release of binder.c, there is a possible use after free due to improper","CVE-2023-20938"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: SUNRPC: Fix UAF in svc_tcp_liste","CVE-2023-52885"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: skmsg: Skip zero length skb in s","CVE-2024-41048"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: can: isotp: fix potential CAN fr","CVE-2022-48830"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: RDMA/cma: Do not change route.ad","CVE-2022-48925"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: f2fs: fix f2fs_bug_on when unins","CVE-2024-56586"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.232-1","In the Linux kernel, the following vulnerability has been resolved: drm/nouveau/debugfs: fix file re","CVE-2021-47423"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: atm: fix use after free in ","CVE-2025-22004"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net/mlx5e: SHAMPO, Fix invalid W", Fix incorrect"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: hns3: add vlan list lock to","CVE-2022-49182"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ax25: Fix reference count leak i","CVE-2024-38554","CVE-2024-38602"
"linux-libc-dev","LOW","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: HID: hid-thrustmaster: Fix warni","CVE-2024-57993"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: exfat: fix the new buffer was no","CVE-2024-57943"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: Bluetooth: ISO: Check socket fla","CVE-2024-42141"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: vlan: don't propagate flags","CVE-2025-23163"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: riscv: Flush current cpu icache ","CVE-2021-47414"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: mana: Fix possible double f","CVE-2024-42069"
"libk5crypto3","HIGH","1.17-3+deb10u1","N/A","In MIT Kerberos 5 (aka krb5) before 1.21.3, an attacker can modify the plaintext Extra Count field o","CVE-2024-37370"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: scsi: core: Fix scsi_mode_sense(","CVE-2021-47182"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: netlink: terminate outstanding d","CVE-2024-53140"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: llc: make llc_ui_sendmsg() more ","CVE-2024-26636"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: sound/virtio: Fix cancel_sync wa","CVE-2025-37805"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mm/kmemleak: avoid scanning pote","CVE-2022-48731"
"libkrb5-3","HIGH","1.17-3+deb10u2","1.17-3+deb10u5","PAC parsing in MIT Kerberos 5 (aka krb5) before 1.19.4 and 1.20.x before 1.20.1 has integer overflow","CVE-2022-42898","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: KVM: x86: Forcibly leave nested ","CVE-2022-48763"
"openssl","MEDIUM","1.1.1d-0+deb10u4","N/A","Issue summary: Processing a maliciously formatted PKCS12 file may lead OpenSSL to crash leading to a","CVE-2024-0727","tykio/tyk-dashboard"
"libtasn1-6","MEDIUM","4.13-3","N/A","A flaw in libtasn1 causes inefficient handling of specific certificate data. When processing a large","CVE-2024-12133","tykio/tyk-gateway","tykio/tyk-dashboard"
"libc6","LOW","2.28-10","N/A","GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using ca","CVE-2019-1010024","tykio/tyk-gateway","tykio/tyk-dashboard"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: wifi: iwlwifi: mvm: Fix response","CVE-2024-53059"
"gpgconf","MEDIUM","2.2.12-1+deb10u1","2.2.12-1+deb10u2","GnuPG through 2.3.6, in unusual situations where an attacker possesses any secret-key information fr","CVE-2022-34903"
"linux-libc-dev","LOW","4.19.194-3","N/A","drivers/char/pcmcia/synclink_cs.c in the Linux kernel through 5.19.12 has a race condition and resul","CVE-2022-41848","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.232-1","In the Linux kernel, the following vulnerability has been resolved: ipack: ipoctal: fix stack inform","CVE-2021-47401"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mm/mremap: fix address wraparoun","CVE-2024-53111"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: io_uring: fix memory leak of uid","CVE-2022-49144"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: HID: winwing: Add NULL check in ","CVE-2024-58021"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: phy: phy-mtk-tphy: Fix some reso","CVE-2021-47234"
"linux-libc-dev","LOW","4.19.194-3","N/A","drivers/net/wireless/intel/iwlwifi/pcie/trans.c in the Linux kernel 5.2.14 does not check the alloc_","CVE-2019-16234","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: md/md-bitmap: fix wrong bitmap_l","CVE-2025-22124"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ALSA: firewire-lib: Avoid divisi","CVE-2024-50205"
"linux-libc-dev","HIGH","4.19.194-3","N/A","An issue was discovered in the Linux kernel through 6.3.8. A use-after-free was found in ravb_remove","CVE-2023-35827","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: bpf: Add sk_is_inet and IS_ICSK ","CVE-2024-53091"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ASoC: ops: Fix bounds check for ","CVE-2022-49005"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ASoC: Intel: avs: Fix null-ptr-d","CVE-2025-37793"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","An integer overflow vulnerability was found in vmwgfx driver in drivers/gpu/vmxgfx/vmxgfx_execbuf.c ","CVE-2022-36402","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/msm: Avoid NULL dereference ","CVE-2024-50156"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: media: dvb-frontends: dib3000mb:","CVE-2024-56769"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amdgpu: bail out when failed","CVE-2025-21784"
"linux-libc-dev","LOW","4.19.194-3","N/A","An issue was discovered in ip_ra_control in net/ipv4/ip_sockglue.c in the Linux kernel through 5.1.5","CVE-2019-12381","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: PCI/bwctrl: Fix NULL pointer der","CVE-2025-22031"
"libcurl4","MEDIUM","7.64.0-4+deb10u1","7.64.0-4+deb10u3","curl < 7.84.0 supports ""chained"" HTTP compression algorithms, meaning that a serverresponse can be c","CVE-2022-32206"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/nouveau: don't attempt to sc","CVE-2024-40926"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: iommu/vt-d: Fix double list_add ","CVE-2022-48916"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: Bluetooth: Avoid potential use-a","CVE-2024-26801"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: KVM: Explicitly verify target vC","CVE-2024-58083"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: mscc: ocelot: fix incorrect","CVE-2024-56717"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: bus: mhi: host: Fix race between","CVE-2025-23151"
"linux-libc-dev","LOW","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mm/kmemleak: fix sleeping functi","CVE-2024-57885"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: USB: core: Fix duplicate endpoin","CVE-2024-41035"
"libssl1.1","MEDIUM","1.1.1d-0+deb10u7","1.1.1n-0+deb10u6","Issue summary: Checking excessively long DH keys or parameters may be very slow. Impact summary: App","CVE-2023-3446","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: fs/ntfs3: Keep write operations ","CVE-2025-37806"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: NFSD: fix hang in nfsd4_shutdown","CVE-2025-21795"
"libexpat1-dev","HIGH","2.2.6-2+deb10u1","2.2.6-2+deb10u2","In doProlog in xmlparse.c in Expat (aka libexpat) before 2.4.3, an integer overflow exists for m_gro","CVE-2021-46143"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: Bluetooth: Fix error code in cha","CVE-2025-22007"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: wifi: mwifiex: Do not return unu","CVE-2024-46755"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: RDMA/hns: Fix NULL pointer deref","CVE-2024-53226"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: scsi: lpfc: Check kzalloc() in l","CVE-2023-53038"
"bzip2","UNKNOWN","1.0.6-9.2~deb10u1","1.0.6-9.2~deb10u2","N/A","DLA-3112-1","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: Revert ""wifi: mac80211: fix memo","CVE-2023-53028"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: riscv: Use READ_ONCE_NOCHECK in ","CVE-2023-53135"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: netfilter: nf_queue: fix possibl","CVE-2022-48911"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ipv6: addrlabel: fix infoleak wh","CVE-2022-49865"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: RDMA/bnxt_re: Fix a bug while se","CVE-2024-50208"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: kcm: Serialise kcm_sendmsg() for","CVE-2024-44946"
"libc-bin","MEDIUM","2.28-10","N/A","A flaw was found in glibc. In an extremely rare situation, the getaddrinfo function may access memor","CVE-2023-4806","CVE-2023-4806"
"ncurses-bin","HIGH","6.1+20181013-2+deb10u2","6.1+20181013-2+deb10u3","ncurses 6.3 before patch 20220416 has an out-of-bounds read and segmentation violation in convert_st","CVE-2022-29458","tykio/tyk-gateway","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net/smc: Fix possible access to ","CVE-2022-48673"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: kyber: fix out of bounds access ","CVE-2021-46984"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: 9p/xen: fix release of IRQ Kerne","CVE-2024-56704"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: um: time-travel: fix time corrup","CVE-2023-52633"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: tipc: re-fetch skb cb after tipc","CVE-2022-49017"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: fec: handle page_pool_dev_a","CVE-2025-21676"
"libssh2-1","HIGH","1.8.0-2.1","1.8.0-2.1+deb10u1","An issue was discovered in function _libssh2_packet_add in libssh2 1.10.0 allows attackers to access","CVE-2020-22218","tykio/tyk-gateway","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ASoC: atmel: Add missing of_node","CVE-2022-49243"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: bpf: Fix deadlock between rcu_ta","CVE-2025-37884"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ipvs: fix WARNING in ip_vs_app_n","CVE-2022-49917"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: media: stk1160: If start stream ","CVE-2022-49247"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ALSA: hda/cs8409: Fix possible N","CVE-2024-50160"
"linux-libc-dev","LOW","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: netconsole: fix wrong warni","CVE-2024-50092"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: sock_map: fix a NULL pointer der","CVE-2024-50260"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: jfs: fix slab-out-of-bounds read","CVE-2025-39735"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: f2fs: fix to tag gcing flag on p","CVE-2023-52588"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: libwx: fix Tx L4 checksum T","CVE-2025-22101"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: Ensure index ca","CVE-2024-46726"
"libcurl4","LOW","7.64.0-4+deb10u1","7.64.0-4+deb10u2","A malicious server can use the FTP PASV response to trick curl 7.73.0 and earlier into connecting ba","CVE-2020-8284","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","A memory leak flaw was found in nft_set_catchall_flush in net/netfilter/nf_tables_api.c in the Linux","CVE-2023-4569","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ptp: Fix possible memory leak in","CVE-2021-47455"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: iommu/arm-smmu: Defer probe of c","CVE-2024-56568"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: i40e: Fix macvlan leak by synchr","CVE-2024-50041"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: landlock: Handle weird files A c","CVE-2025-21830"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: netfilter: iptables: Fix potenti","CVE-2024-42269"
"linux-libc-dev","HIGH","4.19.194-3","4.19.260-1","A race condition was found in the Linux kernel's IP framework for transforming packets (XFRM subsyst","CVE-2022-3028","tykio/tyk-gateway"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: s390/ptrace: handle setting of f","CVE-2023-52598"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ceph: fix possible deadlock when","CVE-2022-49296"
"linux-libc-dev","LOW","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: btrfs: always report error in ru","CVE-2022-49761"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drivers/base/node.c: fix compact","CVE-2022-49442"
"libudev1","HIGH","241-7~deb10u5","N/A","It was discovered that a systemd service that uses DynamicUser property can create a SUID/SGID binar","CVE-2019-3843","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ila: do not generate empty messa","CVE-2023-53141"
"curl","MEDIUM","7.64.0-4+deb10u2","N/A","libcurl's ASN1 parser code has the `GTime2str()` function, used for parsing an ASN.1 Generalized Tim","CVE-2024-7264"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: x86/CPU/AMD: Clear virtualized V","CVE-2024-53114"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: crypto: ccp - Fix null pointer d","CVE-2024-43874"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ASoC: samsung: Fix refcount leak","CVE-2022-49477"
"libpython3.7-stdlib","HIGH","3.7.3-2+deb10u3","N/A","An issue in the urllib.parse component of Python before 3.11.4 allows attackers to bypass blocklisti","CVE-2023-24329","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.304-1","In the Linux kernel, the following vulnerability has been resolved: HID: logitech-hidpp: Fix kernel ","CVE-2023-52478"
"linux-libc-dev","HIGH","4.19.194-3","4.19.304-1","In the Linux kernel, the following vulnerability has been resolved: jfs: fix array-index-out-of-boun","CVE-2023-52799","CVE-2023-52805"
"libssl1.1","MEDIUM","1.1.1d-0+deb10u4","1.1.1n-0+deb10u5","Issue summary: Processing some specially crafted ASN.1 object identifiers or data containing them ma","CVE-2023-2650","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ext4: fix memory leak in parse_a","CVE-2022-49408"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: USB: serial: quatech2: fix null-","CVE-2025-21689"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: HID: elan: Fix potential double ","CVE-2022-49508"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","create_empty_lvol in drivers/mtd/ubi/vtbl.c in the Linux kernel through 6.7.4 can attempt to allocat","CVE-2024-25739","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: dsa: lantiq_gswip: Fix refc","CVE-2022-49346"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ring-buffer: Fix reader locking ","CVE-2024-50207"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ice: fix concurrent reset and re","CVE-2022-48941"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: x86: stop playing stack games in","CVE-2024-42096"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ASoC: amd: acp: add a null check","CVE-2024-42074"
"linux-libc-dev","HIGH","4.19.194-3","4.19.304-1","In the Linux kernel, pick_next_rt_entity() may return a type confused entry, not detected by the BUG"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/shmem-helper: Remove errant ","CVE-2022-48981"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ASoC: Intel: Boards: Fix NULL po","CVE-2024-46793"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: Check BIOS imag","CVE-2024-46809"
"linux-libc-dev","HIGH","4.19.194-3","N/A","An out-of-bounds read vulnerability was found in Netfilter Connection Tracking (conntrack) in the Li","CVE-2023-39197","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net/smc: check smcd_v2_ext_offse","CVE-2024-47408"
"sysvinit-utils","LOW","2.93-8","N/A","N/A","TEMP-0517018-A83CE6","tykio/tyk-gateway","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mm/hugetlb: do not call vma_add_","CVE-2024-39477"
"gnupg-l10n","LOW","2.2.12-1+deb10u1","N/A","GnuPG can be made to spin on a relatively small input by (for example) crafting a public key with th","CVE-2022-3219","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.208-1","In unix_scm_to_skb of af_unix.c, there is a possible use after free bug due to a race condition. Thi","CVE-2021-0920"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: netfilter: bridge: replace physi","CVE-2024-35839"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amdgpu/vcn: remove irq disab","CVE-2024-46820"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: wifi: ath12k: change DMA directi","CVE-2024-43881"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.232-1","In the Linux kernel, the following vulnerability has been resolved: phy: mdio: fix memory leak Syzbo","CVE-2021-47416"
"linux-libc-dev","LOW","4.19.194-3","N/A","A memory leak in the spi_gpio_probe() function in drivers/spi/spi-gpio.c in the Linux kernel through","CVE-2019-19070","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: Do not return n","CVE-2024-42118"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: gtp: Suppress list corruption sp","CVE-2025-21865"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ima: fix reference leak in asymm","CVE-2022-48831"
